artist,title,id
"Celine Dion","That's The Way It Is [Karaoke]",""
"Celine Dion","The First Time Ever I Saw Your Face",""
"Celine Dion","The Prayer [karaoke]",""
"Celine Dion","The Reason [Karaoke]",""
"Celine Dion","Think Twice [Karaoke]",""
"Celine Dion","Think Twice [Z Karaoke]",""
"Celine Dion","This Time [Karaoke]",""
"Celine Dion","To Love You More [Karaoke]",""
"Celine Dion","Treat Her Like A Lady [Karaoke]",""
"Celine Dion","Us [Karaoke]",""
"Celine Dion","Water From The Moon [karaoke]",""
"Celine Dion","When I Fall In Love [Karaoke]",""
"Celine Dion","Where Does My Heart Beat Now [Karaoke]",""
"Celine Dion","You And I [karaoke]",""
"Celine Dion & Barbra Streisand","Tell Him (Female Duet) [karaoke]",""
"Celine Dion & Clive Griffin","When I Fall In Love [karaoke]",""
"Celine Dion & Peabo Bryson","Beauty & The Beast [Karaoke]",""
"Cg Hederstrom","Verka Karlek Banne Mig [Karaoke]",""
"Chad & Jeremy","A Summer Song [Karaoke]",""
"Chad Brock","Evangeline [Karaoke]",""
"Chad Brock","Lightning Does The Work [Karaoke]",""
"Chad Brock","Ordinary Life [Karaoke]",""
"Chad Brock","Tell Me How [Karaoke]",""
"Chad Brock","Visit [Karaoke]",""
"Chad Brock","Yes [Karaoke]",""
"Chad Brock & Hank Williams Jr","A Country Boy Can Survive (Y2K Version) [Karaoke]",""
"Chad Kroeger & Josey Scott","Hero [Karaoke]",""
"CHAD KROEGER AND JOSEY SCOTT","HERO",""
"Chainsmokers","Everybody Hates Me (clean) [Z Karaoke]",""
"Chainsmokers","Paris [Z Karaoke]",""
"Chainsmokers","You Owe Me [Z Karaoke]",""
"Chainsmokers & Coldplay","Something Just Like This [Z Karaoke]",""
"Chainsmokers & Daya","Don't Let Me Down [Z Karaoke]",""
"Chainsmokers & Emily Warren","My Type [Z Karaoke]",""
"Chainsmokers & Emily Warren","Side Effects [Z Karaoke]",""
"Chainsmokers ft Halsey","Closer [Z Karaoke]",""
"Chainsmokers ft Phoebe Ryan","All We Know [Z Karaoke]",""
"Chairmen Of The Board","Give Me Just A Little More Time [Karaoke]",""
"Chairmen Of The Board","Give Me Just A Little More Time [Z Karaoke]",""
"Chaka Kahn","Aint Nobody [Karaoke]",""
"Chaka Khan","I Feel For You [Karaoke]",""
"Chalee Tennison","Go Back [Karaoke]",""
"Chalee Tennison","Handful Of Water [Karaoke]",""
"Chalee Tennison","Just Because She Lives There [Karaoke]",""
"Chalee Tennison","Makin' Up With You [Karaoke]",""
"Chalee Tennison","Someone Else's Turn To Cry [Karaoke]",""
"Chamillionaire  & Krayzie Bone","Ridin' [Karaoke]",""
"Champaign","How About Us [Karaoke]",""
"Changing Faces","G.H.E.T.T.O.U.T. [Karaoke]",""
"Chantal Kreviazuk","Feels Like Home To Me [karaoke]",""
"Chantal Kreviazuk","In This Life [Karaoke]",""
"Chantel Kreviazuk","Leavin' On A Jet Plane [karaoke]",""
"Charlatans","Only One I Know [Z Karaoke]",""
"Charlatans","The Only One I Know [Z Karaoke]",""
"Charlene","I've Never Been To Me [Z Karaoke]",""
"Charlene Soraia","Wherever You Will Go [Z Karaoke]",""
"Charles & Inez Foxx","Mockingbird [karaoke]",""
"Charles Aznavour","She....Sf077 01",""
"Charley Pride","All I Have To Offer You Is Me [karaoke]",""
"Charley Pride","Burgers & Fries [karaoke]",""
"Charley Pride","Crystal Chandeliers [Karaoke]",""
"Charley Pride","Crystal Chandeliers [Z Karaoke]",""
"Charley Pride","I'm Just Me [karaoke]",""
"Charley Pride","Is Anybody Goin' To San Antone [karaoke]",""
"Charley Pride","Just Between You And Me [karaoke]",""
"Charley Pride","Kiss An Angel Good Morning [karaoke]",""
"Charli XCX","Boom Clap [Z Karaoke]",""
"Charli XCX","Break the Rules [Z Karaoke]",""
"Charli XCX","Doing It [Z Karaoke]",""
"Charli Xcx","Famous [Z Karaoke]",""
"Charlie Brown","On My Way [Z Karaoke]",""
"Charlie Daniels Band","Devil Went Down To Georgia [karaoke]",""
"Charlie Daniels Band","Drinkin' My Baby Goodbye [Karaoke]",""
"Charlie Daniels Band","Last Fallen Hero [Karaoke]",""
"Charlie Daniels Band","Legend Of Wooley Swamp [karaoke]",""
"Charlie Daniels Band","Long Haired Country Boy [Karaoke]",""
"Charlie Daniels Band","South's Gonna Do It Again [karaoke]",""
"Charlie Daniels Band","This Ain't No Rag, It's A Flag [Karaoke]",""
"Charlie Gracie","Butterfly [karaoke]",""
"Charlie Landsborough","What Colour Is The Wind [Karaoke]",""
"Charlie Landsborough","What Colour Is The Wind [Z Karaoke]",""
"Charlie Puth","Attention [Z Karaoke]",""
"Charlie Puth","How Long [Z Karaoke]",""
"Charlie Puth","One Call Away [Z Karaoke]",""
"Charlie Puth & Selena Gomez","We Don't Talk Anymore [Z Karaoke]",""
"Charlie Puth ft Kehlani","Done for Me [Z Karaoke]",""
"Charlie Puth ft Meghan Trainor","Marvin Gaye [Z Karaoke]",""
"Charlie Rich","All Over Me [karaoke]",""
"Charlie Rich","Beautiful Woman [karaoke]",""
"Charlie Rich","Behind Closed Doors [Karaoke]",""
"Charlie Rich","Behind Closed Doors [Z Karaoke]",""
"Charlie Rich","Easy Look [karaoke]",""
"Charlie Rich","I Love My Friend [karaoke]",""
"Charlie Rich","Most Beautiful Girl",""
"Charlie Rich","Most Beautiful Girl [Karaoke]",""
"Charlie Rich","Most Beautiful Girl In The World [karaoke]",""
"Charlie Rich","Rollin' With The Flow [karaoke]",""
"Charlie Rich","Take It On Home [karaoke]",""
"Charlie Rich","The Most Beautiful Girl In The World [Z Karaoke]",""
"Charlie Rich","There Won't Be Anymore [karaoke]",""
"Charlie Robinson","My Hometown [Karaoke]",""
"Charlie Robison","Barlight [Karaoke]",""
"Charlie Robison","El Cerrito Place [Karaoke]",""
"Charlie Robison","I Want You Bad [Karaoke]",""
"Charlie Robison","Right Man For The Job [Karaoke]",""
"Charlie Walker","Pick Me Up On Your Way Down [karaoke]",""
"Charlie Wilson","Can't Live Without You [Karaoke]",""
"Charlotte Church","Crazy Chick [Z Karaoke]",""
"Charlotte Good","Hold on [karaoke]",""
"Charlotte Nilsson","Tusen Och En Natt [Karaoke]",""
"Chase Rice","Buzz Back [Karaoke]",""
"Chattanoga","Halla Hela Pressen [Karaoke]",""
"Cheap Trick","Ain't That A Shame [karaoke]",""
"Cheap Trick","Can't stop fallin' in love [karaoke]",""
"Cheap Trick","Don't Be Cruel",""
"Cheap Trick","Dream Police [karaoke]",""
"Cheap Trick","I Want You To Want Me [Karaoke]",""
"Cheap Trick","Shes Tight [Karaoke]",""
"Cheap Trick","Surrender [Karaoke]",""
"Cheap Trick","The Flame [Karaoke]",""
"Cheap Trick","You're All I Wanna Do [karaoke]",""
"Cheat Codes & Little Mix (Duet)","Only You [Z Karaoke]",""
"Cheeky Girls","Take Your Shoes Off [Z Karaoke]",""
"Cheers","Black Denim Trousers And Motorcyle Boots [karaoke]",""
"Chef","Chocolate Salty Balls [Karaoke]",""
"Chef","Chocolate Salty Balls [Karaoke]",""
"Chely Wright","Horoscope [Karaoke]",""
"Chely Wright","Horoscope [Karaoke]",""
"Chely Wright","I Already Do [Karaoke]",""
"Chely Wright","I Already Do [Karaoke]",""
"Chely Wright","It Was [Karaoke]",""
"Chely Wright","It Was [Karaoke]",""
"Chely Wright","Jezebel [Karaoke]",""
"Chely Wright","Jezebel [Karaoke]",""
"Chely Wright","Just Another Heartache [Karaoke]",""
"Chely Wright","Just Another Heartache [Karaoke]",""
"Chely Wright","Never Love You Enough [karaoke]",""
"Chely Wright","Never Love You Enough [karaoke]",""
"Chely Wright","She Went Out For Cigarettes [Karaoke]",""
"Chely Wright","She Went Out For Cigarettes [Karaoke]",""
"Chely Wright","Shut Up And Drive [Karaoke]",""
"Chely Wright","Shut Up And Drive [Karaoke]",""
"Chely Wright","Single White Female [Karaoke]",""
"Chely Wright","Single White Female [Karaoke]",""
"Chely Wright","Til I Was Loved By You [Karaoke]",""
"Chely Wright","Til I Was Loved By You [Karaoke]",""
"Cher","All Or Nothing [Karaoke]",""
"Cher","All Or Nothing [Karaoke]",""
"Cher","Bang Bang (My Baby Shot Me Down) [Z Karaoke]",""
"Cher","Believe [Karaoke]",""
"Cher","Believe [Karaoke]",""
"Cher","Believe [Z Karaoke]",""
"Cher","Dark Lady [Karaoke]",""
"Cher","Dark Lady [Karaoke]",""
"Cher","Dark Lady [Z Karaoke]",""
"Cher","Dove L Amore [Karaoke]",""
"Cher","Dove L Amore [Karaoke]",""
"Cher","Gimme, Gimme, Gimme (A Man After Midnight) [Z Karaoke]",""
"Cher","Gypsies Tramps & Thieves [Z Karaoke]",""
"Cher","Gypsys Tramps & Thieves [Karaoke]",""
"Cher","Gypsys Tramps & Thieves [Karaoke]",""
"Cher","Half-Breed [karaoke]",""
"Cher","Half-Breed [karaoke]",""
"Cher","Heart Of Stone [Karaoke]",""
"Cher","Heart Of Stone [Karaoke]",""
"Cher","I Found Someone [Z Karaoke]",""
"Cher","If I Could Turn Back Time [Karaoke]",""
"Cher","If I Could Turn Back Time [Karaoke]",""
"Cher","If I Could Turn Back Time [Z Karaoke]",""
"Cher","Just Like Jesse James [Karaoke]",""
"Cher","Just Like Jesse James [Karaoke]",""
"Cher","Shoop Shoop Song (It's In His Kiss) [Z Karaoke]",""
"Cher","Shoop Shoop Song [Karaoke]",""
"Cher","Shoop Shoop Song [Karaoke]",""
"Cher","Song For The Lonely [Karaoke]",""
"Cher","Song For The Lonely [Karaoke]",""
"Cher","Star Spangled Banner [Karaoke]",""
"Cher","Star Spangled Banner [Karaoke]",""
"Cher","Strong Enough",""
"Cher","Strong Enough [Karaoke]",""
"Cher","Strong Enough [Karaoke]",""
"Cher","The Shoop Shoop Song",""
"Cher","This Is A Song For The Lonely [Karaoke]",""
"Cher","This Is A Song For The Lonely [Karaoke]",""
"Cher","Walking In Memphis [Z Karaoke]",""
"Cher","Working Girl [karaoke]",""
"Cher","Working Girl [karaoke]",""
"Cher & Peter Cetera","After All [karaoke]",""
"Cher & Peter Cetera","After All [karaoke]",""
"Cher Lloyd &  Mike Posner","With Ur Love [Karaoke]",""
"Cher Lloyd &  Mike Posner","With Ur Love [Karaoke]",""
"Cheri Dennis & Yung Joc & Gorilla Zoe","Portrait Of Love [Karaoke]",""
"Cheri Dennis & Yung Joc & Gorilla Zoe","Portrait Of Love [Karaoke]",""
"Cherish","Amnesia [Karaoke]",""
"Cherish","Amnesia [Karaoke]",""
"Cherish  & Sean Paul","Do It To It [Karaoke]",""
"Cherish  & Sean Paul","Do It To It [Karaoke]",""
"Cherish & Yung Joc","Killa [Karaoke]",""
"Cherry Poppin' Daddies","Brown Derby Jump [Karaoke]",""
"Cherry Poppin' Daddies","Brown Derby Jump [Karaoke]",""
"Cherry Poppin' Daddies","Here Comes The Snake [Karaoke]",""
"Cherry Poppin' Daddies","Here Comes The Snake [Karaoke]",""
"Cherry Poppin' Daddies","Zoot Suit Riot [Karaoke]",""
"Cherry Poppin' Daddies","Zoot Suit Riot [Karaoke]",""
"Cheryl","Only Human [Z Karaoke]",""
"Cheryl Cole","Call My Name [Z Karaoke]",""
"Cheryl Cole","Fight For This Love [Karaoke]",""
"Cheryl Cole","Fight For This Love [Karaoke]",""
"Cheryl Cole","Fight For This Love [Z Karaoke]",""
"Cheryl Cole","I Don't Care [Z Karaoke]",""
"Cheryl Cole","Only Human [Z Karaoke]",""
"Cheryl Cole","Parachute [Z Karaoke]",""
"Cheryl Cole","Promise This [Z Karaoke]",""
"Cheryl Cole & Tinie Tempah","Crazy Stupid Love [Z Karaoke]",""
"Cheryl Lynn","Got To Be Real [karaoke]",""
"Cheryl Lynn","Got To Be Real [karaoke]",""
"Chesney Hawkes","One And Only [Z Karaoke]",""
"Chevelle","Red [Karaoke]",""
"Chevelle","Red [Karaoke]",""
"Chevelle","Red, The",""
"Chevelle","Send The Pain Below [Karaoke]",""
"Chevelle","Send The Pain Below [Karaoke]",""
"Cheyenne Kimball","Hanging On [Karaoke]",""
"Cheyenne Kimball","Hanging On [Karaoke]",""
"Chi Lites","Have You Seen Her [Karaoke]",""
"Chi Lites","Have You Seen Her [Karaoke]",""
"Chi Lites","Have You Seen Her [Z Karaoke]",""
"Chic","Everybody Dance [Z Karaoke]",""
"Chic","Good Times [Karaoke]",""
"Chic","Good Times [Karaoke]",""
"Chic","Good Times [Z Karaoke]",""
"Chic","I Want Your Love [Z Karaoke]",""
"Chic","Le Freak [Karaoke]",""
"Chic","Le Freak [Karaoke]",""
"Chic","Le Freak [Z Karaoke]",""
"Chicago","All That Jazz [Z Karaoke]",""
"Chicago","Beginnings [karaoke]",""
"Chicago","Beginnings [karaoke]",""
"Chicago","Color My World [karaoke]",""
"Chicago","Color My World [karaoke]",""
"Chicago","Hard Habit To Break [Karaoke]",""
"Chicago","Hard Habit To Break [Karaoke]",""
"Chicago","Hard To Say I'm Sorry [Karaoke]",""
"Chicago","Hard To Say I'm Sorry [Karaoke]",""
"Chicago","Here In My Heart [Karaoke]",""
"Chicago","Here In My Heart [Karaoke]",""
"Chicago","I Don't Wanna Live Without Your Love [karaoke]",""
"Chicago","I Don't Wanna Live Without Your Love [karaoke]",""
"Chicago","If You Leave Me Now",""
"Chicago","If You Leave Me Now [Karaoke]",""
"Chicago","If You Leave Me Now [Karaoke]",""
"Chicago","If You Leave Me Now [Z Karaoke]",""
"Chicago","Look Away [Karaoke]",""
"Chicago","Look Away [Karaoke]",""
"Chicago","Saturday In The Park [Karaoke]",""
"Chicago","Saturday In The Park [Karaoke]",""
"Chicago","You're The Inspiration [Karaoke]",""
"Chicago","You're The Inspiration [Karaoke]",""
"Chicago That Toddling Town Medley","Standard",""
"Chicken","Im In Love With The World [Karaoke]",""
"Chicken","Im In Love With The World [Karaoke]",""
"Chicory Tip","Son Of My Father [Karaoke]",""
"Chicory Tip","Son Of My Father [Karaoke]",""
"Chicory Tip","Son Of My Father [Z Karaoke]",""
"Chieftans Corrs","I Know My Love [Karaoke]",""
"Chieftans Corrs","I Know My Love [Karaoke]",""
"Chiffons","He's So Fine [Karaoke]",""
"Chiffons","He's So Fine [Karaoke]",""
"Chiffons","He's So Fine [Z Karaoke]",""
"Chiffons","One Fine Day [Karaoke]",""
"Chiffons","One Fine Day [Karaoke]",""
"Chiffons","Sweet Talkin Guy [Z Karaoke]",""
"Chiffons","Sweet Talkin' Guy [Z Karaoke]",""
"Children Of The Light","For Those Tears I Died [Karaoke]",""
"Children Of The Light","For Those Tears I Died [Karaoke]",""
"Chilliwack","Fly At Night [Karaoke]",""
"Chilliwack","Fly At Night [Karaoke]",""
"Chilliwack","My Girl [Karaoke]",""
"Chilliwack","My Girl [Karaoke]",""
"Chilliwack","Whatcha Gonna Do [Karaoke]",""
"Chilliwack","Whatcha Gonna Do [Karaoke]",""
"Ching-A-Ling","Missy Elliott [Karaoke]",""
"Chingy","Right Thurr [Karaoke]",""
"Chingy","Right Thurr [Karaoke]",""
"Chingy  & Tyrese","Pullin' Me Back [Karaoke]",""
"Chingy  & Tyrese","Pullin' Me Back [Karaoke]",""
"Chingy & Amerie","Fly Like Me [Karaoke]",""
"Chingy & Amerie","Fly Like Me [Karaoke]",""
"Chipmunk","Oopsy Daisy [Karaoke]",""
"Chipmunk","Oopsy Daisy [Karaoke]",""
"Chips","Dag Efter Dag [Karaoke]",""
"Chips","Dag Efter Dag [Karaoke]",""
"Chordettes","Lollipop [Karaoke]",""
"Chordettes","Lollipop [Karaoke]",""
"Chordettes","Mr Sandman [Karaoke]",""
"Chordettes","Mr Sandman [Karaoke]",""
"Chorus Line","One [Karaoke]",""
"Chorus Line","One [Karaoke]",""
"CHRIS","Brown - Wit","Ou"
"Chris Andrews","Pretty Belinda [Z Karaoke]",""
"Chris Andrews","To Whom It May Concern [Z Karaoke]",""
"Chris Andrews","Yesterday Man [Karaoke]",""
"Chris Andrews","Yesterday Man [Karaoke]",""
"Chris Andrews","Yesterday Man [Z Karaoke]",""
"Chris Brown","No BS [Karaoke]",""
"Chris Brown","No BS [Karaoke]",""
"Chris Brown","With You [Karaoke]",""
"Chris Brown","With You [Karaoke]",""
"Chris Brown & Benny Benassi","Beautiful People [Karaoke]",""
"Chris Brown & Benny Benassi","Beautiful People [Karaoke]",""
"Chris Brown & Justin Bieber","Next 2 You [Karaoke]",""
"Chris Brown & Justin Bieber","Next 2 You [Karaoke]",""
"Chris Brown & Justin Bieber","Next To You [Karaoke]",""
"Chris Brown & Justin Bieber","Next To You [Karaoke]",""
"Chris Brown & Lil Wayne & Swizz Beatz","I Can Transform Ya [Karaoke]",""
"Chris Brown & Lil Wayne & Swizz Beatz","I Can Transform Ya [Karaoke]",""
"Chris Brown and Justin Bieber","Next 2 You [Karaoke]",""
"Chris Brown and Justin Bieber","Next 2 You [Karaoke]",""
"Chris Brown and Keri Hilson","One Night Stand [Karaoke]",""
"Chris Brown and Keri Hilson","One Night Stand [Karaoke]",""
"Chris Brown and Ludacris","Wet The Bed [Karaoke]",""
"Chris Brown and Ludacris","Wet The Bed [Karaoke]",""
"Chris Brown and T-Pain","Best Love Song [Karaoke]",""
"Chris Brown and T-Pain","Best Love Song [Karaoke]",""
"Chris Brown and Tyga and Kevin McCall","Deuces [Karaoke]",""
"Chris Brown and Tyga and Kevin McCall","Deuces [Karaoke]",""
"Chris Brown ft. Justin Bieber","Next 2 You [Karaoke]",""
"Chris Brown ft. Justin Bieber","Next 2 You [Karaoke]",""
"Chris Cagle","Chicks Dig It [Karaoke]",""
"Chris Cagle","Chicks Dig It [Karaoke]",""
"Chris Cagle","Country By The Grace Of God [Karaoke]",""
"Chris Cagle","Country By The Grace Of God [Karaoke]",""
"Chris Cagle","I Breathe In I Breathe Out [Karaoke]",""
"Chris Cagle","I Breathe In I Breathe Out [Karaoke]",""
"Chris Cagle","I'd Be Lying [Karaoke]",""
"Chris Cagle","I'd Be Lying [Karaoke]",""
"Chris Cagle","Laredo [Karaoke]",""
"Chris Cagle","Laredo [Karaoke]",""
"Chris Cagle","Miss Me Baby [Karaoke]",""
"Chris Cagle","Miss Me Baby [Karaoke]",""
"Chris Cagle","My Love Goes On And On [Karaoke]",""
"Chris Cagle","My Love Goes On And On [Karaoke]",""
"Chris Cagle","Wal-mart Parking Lot [Karaoke]",""
"Chris Cagle","Wal-mart Parking Lot [Karaoke]",""
"Chris Cagle","What A Beautiful Day [Karaoke]",""
"Chris Cagle","What A Beautiful Day [Karaoke]",""
"Chris Cummings","Kind Of Heart That Breaks [Karaoke]",""
"Chris Cummings","Kind Of Heart That Breaks [Karaoke]",""
"Chris De Burgh","A Spaceman Came Travelling [Karaoke]",""
"Chris De Burgh","A Spaceman Came Travelling [Karaoke]",""
"Chris De Burgh","A Spaceman Came Travelling [Z Karaoke]",""
"Chris De Burgh","Don't Pay The Ferryman [karaoke]",""
"Chris De Burgh","Don't Pay The Ferryman [karaoke]",""
"Chris De Burgh","Don't Pay The Ferryman [Z Karaoke]",""
"Chris De burgh","Lady In Red [karaoke]",""
"Chris De burgh","Lady In Red [karaoke]",""
"Chris De Burgh","Lady In Red [Z Karaoke]",""
"Chris Farlowe","Out Of Time [Z Karaoke]",""
"Chris Isaak","American Boy [Karaoke]",""
"Chris Isaak","American Boy [Karaoke]",""
"Chris Isaak","Baby Did A Bad Thing [Karaoke]",""
"Chris Isaak","Baby Did A Bad Thing [Karaoke]",""
"Chris Isaak","Please [Karaoke]",""
"Chris Isaak","Please [Karaoke]",""
"Chris Isaak","Wicked Game [karaoke]",""
"Chris Isaak","Wicked Game [karaoke]",""
"Chris Kenner","I Like It Like That [karaoke]",""
"Chris Kenner","I Like It Like That [karaoke]",""
"Chris Ledoux","Horsepower [Karaoke]",""
"Chris Ledoux","Horsepower [Karaoke]",""
"Chris Ledoux","Slow Down [Karaoke]",""
"Chris Ledoux","Slow Down [Karaoke]",""
"Chris Ledoux","Stampede [Karaoke]",""
"Chris Ledoux","Stampede [Karaoke]",""
"Chris Montez","Let's Dance [Z Karaoke]",""
"Chris Montez","Lets Dance [Karaoke]",""
"Chris Montez","Lets Dance [Karaoke]",""
"Chris Montez","More I See You [Z Karaoke]",""
"Chris Rea","Auberge [Z Karaoke]",""
"Chris Rea","Driving Home For Christmas [Karaoke]",""
"Chris Rea","Driving Home For Christmas [Karaoke]",""
"Chris Rea","Driving Home For Christmas [Z Karaoke]",""
"Chris Rea","Fool If You Think It's Over [Z Karaoke]",""
"Chris Rea","Julia [Karaoke]",""
"Chris Rea","Julia [Karaoke]",""
"Chris Rea","Julia [Z Karaoke]",""
"Chris Rea","Let's Dance [Karaoke]",""
"Chris Rea","Let's Dance [Karaoke]",""
"Chris Rea","Let's Dance [Z Karaoke]",""
"Chris Rea","Lets Dance [Karaoke]",""
"Chris Rea","Lets Dance [Karaoke]",""
"Chris Rea","On The Beach [Z Karaoke]",""
"Chris Rea","Road To Hell ",""
"Chris Rea","Road To Hell Part 2 [Z Karaoke]",""
"Chris Rea","Stainsby Girls [Z Karaoke]",""
"Chris Rea","The Road To Hell Part 2 [Z Karaoke]",""
"Chris Rice","When Did You Fall [Karaoke]",""
"Chris Rice","When Did You Fall [Karaoke]",""
"Chris Rice","When Did You Fall [Karaoke]",""
"Chris Tomlin","Holy Is The Lord [Karaoke]",""
"Chris Tomlin","Holy Is The Lord [Karaoke]",""
"Chris Tomlin","How Great Is Our God [Karaoke]",""
"Chris Tomlin","How Great Is Our God [Karaoke]",""
"Chris Walker","I Got That Love [Karaoke]",""
"Chris Walker","I Got That Love [Karaoke]",""
"Chris Young","Gettin' You Home [Karaoke]",""
"Chris Young","Gettin' You Home [Karaoke]",""
"Chris Young","Man I Want To Be [Karaoke]",""
"Chris Young","Man I Want To Be [Karaoke]",""
"Chris Young","Tomorrow [Karaoke]",""
"Chris Young","Tomorrow [Karaoke]",""
"Chris Young","Voices [Karaoke]",""
"Chris Young","Voices [Karaoke]",""
"Chrisette & Ne Yo","What You Do [Karaoke]",""
"Chrisette & Ne Yo","What You Do [Karaoke]",""
"Chrisette Michele","I'm A Star [Karaoke]",""
"Chrisette Michele","I'm A Star [Karaoke]",""
"Chrispian St Peters","Pied Piper [Z Karaoke]",""
"Christian Kane","The House Rules [Karaoke]",""
"Christian Kane","The House Rules [Karaoke]",""
"Christie","San Bernadino [Z Karaoke]",""
"Christie","Yellow River",""
"Christie","Yellow River [Z Karaoke]",""
"Christina Aguilera","Ain't No Other Man [Karaoke]",""
"Christina Aguilera","Ain't No Other Man [Karaoke]",""
"Christina Aguilera","Be Lonely [Karaoke]",""
"Christina Aguilera","Be Lonely [Karaoke]",""
"Christina Aguilera","Beautiful [Karaoke]",""
"Christina Aguilera","Beautiful [Karaoke]",""
"Christina Aguilera","Blessed [Karaoke]",""
"Christina Aguilera","Blessed [Karaoke]",""
"Christina Aguilera","Candyman [Karaoke]",""
"Christina Aguilera","Candyman [Karaoke]",""
"Christina Aguilera","Come On Over [Karaoke]",""
"Christina Aguilera","Come On Over [Karaoke]",""
"Christina Aguilera","Dirrty [Karaoke]",""
"Christina Aguilera","Dirrty [Karaoke]",""
"Christina Aguilera","Dynamite [Karaoke]",""
"Christina Aguilera","Dynamite [Karaoke]",""
"Christina Aguilera","Fighter [Karaoke]",""
"Christina Aguilera","Fighter [Karaoke]",""
"Christina Aguilera","Genie In A Bottle [Karaoke]",""
"Christina Aguilera","Genie In A Bottle [Karaoke]",""
"Christina Aguilera","Genie In A Bottle [Z Karaoke]",""
"Christina Aguilera","Hold Us Down [Karaoke]",""
"Christina Aguilera","Hold Us Down [Karaoke]",""
"Christina Aguilera","Hurt [Karaoke]",""
"Christina Aguilera","Hurt [Karaoke]",""
"Christina Aguilera","I Hate Boys [Karaoke]",""
"Christina Aguilera","I Hate Boys [Karaoke]",""
"Christina Aguilera","I Turn To You [Karaoke]",""
"Christina Aguilera","I Turn To You [Karaoke]",""
"Christina Aguilera","Impossible [Karaoke]",""
"Christina Aguilera","Impossible [Karaoke]",""
"Christina Aguilera","Lady Marmalade [karaoke]",""
"Christina Aguilera","Lady Marmalade [karaoke]",""
"Christina Aguilera","Love Will Find A Way [karaoke]",""
"Christina Aguilera","Love Will Find A Way [karaoke]",""
"Christina Aguilera","Reflection [Karaoke]",""
"Christina Aguilera","Reflection [Karaoke]",""
"Christina Aguilera","So Emotional [karaoke]",""
"Christina Aguilera","So Emotional [karaoke]",""
"Christina Aguilera","Somebody's Somebody [karaoke]",""
"Christina Aguilera","Somebody's Somebody [karaoke]",""
"Christina Aguilera","The Voice Within [Karaoke]",""
"Christina Aguilera","The Voice Within [Karaoke]",""
"Christina Aguilera","Voice Within [Karaoke]",""
"Christina Aguilera","Voice Within [Karaoke]",""
"Christina Aguilera","We're A Miracle [karaoke]",""
"Christina Aguilera","We're A Miracle [karaoke]",""
"Christina Aguilera","What A Girl Wants [Karaoke]",""
"Christina Aguilera","What A Girl Wants [Karaoke]",""
"Christina Aguilera & Lil' Kim","Can't Hold Us Down [Karaoke]",""
"Christina Aguilera & Lil' Kim","Can't Hold Us Down [Karaoke]",""
"Christina Aguilera & Pink & Mya & Lil' Kim","Lady Marmalade [Karaoke]",""
"Christina Aguilera & Pink & Mya & Lil' Kim","Lady Marmalade [Karaoke]",""
"Christina Aguliera & Missy Elliott","Car Wash [karaoke]",""
"Christina Aguliera & Missy Elliott","Car Wash [karaoke]",""
"Christina Milian","AM To PM [Karaoke]",""
"Christina Milian","AM To PM [Karaoke]",""
"Christina Milian & Fabolous","Dip It Low [Karaoke]",""
"Christina Milian & Fabolous","Dip It Low [Karaoke]",""
"Christina Perri","A Thousand Years [Karaoke]",""
"Christina Perri","A Thousand Years [Karaoke]",""
"Christina Perri","A Thousand Years [Z Karaoke]",""
"Christina Perri","Burning Gold [Z Karaoke]",""
"Christina Perri","Jar Of Hearts [Karaoke]",""
"Christina Perri","Jar Of Hearts [Karaoke]",""
"Christina Perri","Jar Of Hearts [Z Karaoke]",""
"Christina Vidal","Take Me Away [Karaoke]",""
"Christina Vidal","Take Me Away [Karaoke]",""
"Christine McVie","Got A Hold On Me [karaoke]",""
"Christine McVie","Got A Hold On Me [karaoke]",""
"Christine Vanhoy","What I Live For [Karaoke]",""
"Christine Vanhoy","What I Live For [Karaoke]",""
"Christmas","Away In A Manger [Karaoke]",""
"Christmas","Away In A Manger [Karaoke]",""
"Christmas","Away In A Manger [Z Karaoke]",""
"Christmas","Blue Christmas [Karaoke]",""
"Christmas","Blue Christmas [Karaoke]",""
"Christmas","Christmas [Karaoke]",""
"Christmas","Christmas [Karaoke]",""
"Christmas","Christmas Time Is Here [Karaoke]",""
"Christmas","Christmas Time Is Here [Karaoke]",""
"Christmas","Deck The Halls [Karaoke]",""
"Christmas","Deck The Halls [Karaoke]",""
"Christmas","Deck The Halls [Z Karaoke]",""
"Christmas","Ding Dong Merrily On High [Z Karaoke]",""
"Christmas","Do You Hear What I Hear [Karaoke]",""
"Christmas","Do You Hear What I Hear [Karaoke]",""
"Christmas","Feliz Navidad [Karaoke]",""
"Christmas","Feliz Navidad [Karaoke]",""
"Christmas","First Noel [Karaoke]",""
"Christmas","First Noel [Karaoke]",""
"Christmas","First Noel [Z Karaoke]",""
"Christmas","Frosty The Snowman [Karaoke]",""
"Christmas","Frosty The Snowman [Karaoke]",""
"Christmas","God Rest Ye Merry Gentlemen [Karaoke]",""
"Christmas","God Rest Ye Merry Gentlemen [Karaoke]",""
"Christmas","God Rest Ye Merry Gentlemen [Z Karaoke]",""
"Christmas","Good King Wenceslas [Z Karaoke]",""
"Christmas","Hark The Herald Angels Sing [Z Karaoke]",""
"Christmas","Hark! The Heral Angel Sing [Karaoke]",""
"Christmas","Hark! The Heral Angel Sing [Karaoke]",""
